date,open,high,low,close,volume
2020-09-28,1388.998,1388.998,1359.625,1361.628,452322736
2020-09-29,1370.522,1420.545,1370.522,1407.146,429361567
2020-09-30,1411.083,1438.389,1411.083,1425.868,398506344
2020-10-09,1455.145,1473.196,1455.145,1472.365,492101467
2020-10-12,1481.715,1512.121,1481.715,1511.665,659816603
2020-10-13,1508.283,1512.883,1501.96,1512.002,509545447
2020-10-14,1509.214,1509.214,1488.971,1492.898,467341845
2020-10-15,1492.664,1495.087,1462.48,1463.182,452031220
2020-10-16,1474.73,1474.73,1441.546,1452.125,377744696
2020-10-19,1458.238,1458.238,1437.925,1438.405,400946126
2020-10-20,1432.087,1437.953,1412.878,1437.953,387955626
2020-10-21,1437.172,1437.172,1407.181,1408.239,384992769
2020-10-22,1404.59,1404.59,1389.013,1389.013,332909744
2020-10-23,1390.666,1395.368,1347.965,1347.965,377537947
2020-10-26,1342.181,1366.954,1326.38,1363.384,307400864
2020-10-27,1365.089,1392.888,1365.089,1392.888,314777328
2020-10-28,1400.805,1410.307,1392.937,1404.302,416634641
2020-10-29,1389.303,1418.314,1389.303,1411.71,461204580
2020-10-30,1418.983,1442.917,1401.111,1401.111,612372479
2020-11-02,1411.392,1413.428,1373.77,1402.918,525070124
2020-11-03,1406.829,1452.857,1406.829,1451.269,502076137
2020-11-04,1456.157,1456.157,1443.194,1450.895,418000101
2020-11-05,1475.668,1475.668,1451.9,1469.636,479650520
2020-11-06,1473.641,1473.641,1437.156,1446.277,445344089
2020-11-09,1459.015,1514.372,1459.015,1504.712,779695090
2020-11-10,1498.079,1498.079,1464.053,1465.231,581132953
2020-11-11,1462.254,1462.254,1407.761,1407.761,561544638
2020-11-12,1421.058,1430.954,1414.363,1416.895,422059566
2020-11-13,1409.694,1435.544,1402.109,1432.774,416021145
2020-11-16,1481.218,1481.218,1432.232,1433.078,471678207
2020-11-17,1440.307,1440.307,1405.249,1417.915,485868078
2020-11-18,1417.716,1426.177,1408.623,1412.303,502112105
2020-11-19,1406.495,1428.765,1404.205,1428.342,449603443
2020-11-20,1426.756,1429.103,1419.41,1421.405,470293044
2020-11-23,1420.579,1420.579,1400.502,1410.666,474393863
2020-11-24,1404.16,1420.143,1404.16,1410.233,486434670
2020-11-25,1413.242,1414.326,1394.522,1394.604,465257975
2020-11-26,1393.742,1406.607,1388.518,1391.142,380050329
2020-11-27,1391.237,1405.331,1389.551,1396.947,372317738
2020-11-30,1405.167,1415.831,1398.802,1403.851,418357425
2020-12-01,1404.713,1428.295,1404.713,1425.689,373174216
2020-12-02,1431.515,1449.264,1431.515,1443.458,573848551
2020-12-03,1443.826,1454.66,1436.056,1445.388,458501245
2020-12-04,1442.192,1444.217,1431.699,1437.958,417859749
2020-12-07,1453.562,1456.393,1439.509,1441.378,475897823
2020-12-08,1440.159,1443.343,1435.664,1436.423,427957586
2020-12-09,1436.377,1436.377,1406.11,1406.11,478335660
2020-12-10,1403.298,1424.163,1403.298,1416.853,504339827
2020-12-11,1417.943,1425.362,1407.975,1422.535,666541297
2020-12-14,1424.824,1440.445,1418.278,1436.385,458433493
2020-12-15,1437.061,1445.684,1426.61,1432.21,471348348
2020-12-16,1427.506,1427.506,1412.579,1413.491,556061438
2020-12-17,1413.174,1430.245,1407.056,1429.887,479830052
2020-12-18,1446.299,1446.299,1426.138,1428.434,466322053
2020-12-21,1428.305,1457.455,1428.305,1457.079,521218365
2020-12-22,1452.905,1462.638,1435.484,1437.262,516224584
2020-12-23,1437.031,1449.9,1434.8,1449.9,519609256
2020-12-24,1451.498,1453.517,1420.361,1420.361,576438177
2020-12-25,1419.693,1429.263,1415.961,1426.716,498168056
2020-12-28,1424.004,1424.004,1407.538,1410.879,520898351
2020-12-29,1410.589,1422.166,1405.535,1405.551,481925452
2020-12-30,1404.726,1432.263,1404.726,1426.439,520048649
2020-12-31,1432.518,1471.39,1432.518,1471.294,546086142
2021-01-04,1475.485,1503.167,1473.564,1501.69,585545094
2021-01-05,1493.168,1508.905,1493.168,1507.784,609751233
2021-01-06,1511.986,1513.491,1491.368,1494.598,607145484
2021-01-07,1493.741,1493.741,1439.298,1449.147,663357301
2021-01-08,1449.651,1453.085,1434.689,1443.646,542409934
2021-01-11,1450.129,1471.615,1444.042,1454.111,576242012
2021-01-12,1453.941,1465.151,1449.276,1463.909,451135323
2021-01-13,1469.887,1469.887,1447.744,1460.897,570962010
2021-01-14,1457.701,1534.947,1457.701,1507.272,754299349
2021-01-15,1508.653,1522.931,1497.156,1509.013,605488350
2021-01-18,1506.23,1557.397,1502.935,1544.389,629034717
2021-01-19,1544.472,1544.472,1512.022,1512.022,573152022
2021-01-20,1519.45,1548.876,1518.629,1548.876,492043154
2021-01-21,1554.427,1574.694,1548.623,1568.092,526048992
2021-01-22,1565.572,1579.87,1547.82,1579.305,580163730
2021-01-25,1576.189,1606.058,1567.87,1593.268,603583609
2021-01-26,1592.943,1597.311,1566.39,1570.631,484119002
2021-01-27,1572.742,1572.742,1530.856,1540.8,452791742
2021-01-28,1522.077,1546.127,1504.953,1504.953,428155533
2021-01-29,1518.664,1519.926,1482.247,1504.435,492039876
2021-02-01,1499.48,1515.883,1495.822,1503.501,462327202
2021-02-02,1505.767,1515.755,1499.735,1515.755,446918835
2021-02-03,1512.514,1518.913,1490.126,1490.126,508493030
2021-02-04,1481.924,1481.924,1444.463,1471.346,484204373
2021-02-05,1472.144,1487.128,1449.653,1449.653,422763425
2021-02-08,1451.769,1465.546,1447.768,1459.584,377175542
2021-02-09,1463.453,1511.925,1463.453,1511.689,390547823
2021-02-10,1508.852,1530.235,1501.788,1529.329,408214797
2021-02-18,1548.12,1548.12,1520.369,1520.717,479795449
2021-02-19,1515.067,1519.102,1494.503,1518.605,433991782
2021-02-22,1522.315,1525.236,1475.708,1476.192,545082595
2021-02-23,1459.403,1488.953,1459.403,1476.196,435874996
2021-02-24,1479.619,1479.619,1441.643,1446.929,451393624
2021-02-25,1457.249,1457.249,1440.58,1440.96,490039652
2021-02-26,1409.746,1428.71,1409.746,1421.584,474333750
2021-03-01,1436.798,1455.259,1435.321,1455.226,496772101
2021-03-02,1467.004,1467.004,1441.721,1448.877,524503165
2021-03-03,1445.68,1456.858,1439.249,1456.858,449170928
2021-03-04,1453.128,1453.128,1418.636,1419.26,524379759
2021-03-05,1398.291,1430.243,1398.291,1423.106,383683380
2021-03-08,1430.994,1432.029,1372.112,1372.112,492258760
2021-03-09,1369.89,1369.89,1319.859,1326.849,504023292
2021-03-10,1348.899,1349.6,1329.928,1336.401,371113191
2021-03-11,1341.511,1375.437,1332.732,1370.141,385533814
2021-03-12,1371.465,1371.465,1354.871,1356.189,371622141
2021-03-15,1348.913,1348.913,1305.11,1314.001,347846085
2021-03-16,1315.285,1321.109,1303.727,1314.172,330411201
2021-03-17,1313.382,1331.712,1307.917,1331.256,317229995
2021-03-18,1335.573,1349.418,1335.573,1340.736,357296334
2021-03-19,1326.645,1342.987,1324.549,1331.292,397079575
2021-03-22,1329.629,1348.256,1329.629,1346.257,357003046
2021-03-23,1350.458,1353.108,1331.797,1334.096,432768266
2021-03-24,1326.861,1342.937,1317.873,1319.098,386638439
2021-03-25,1309.808,1328.421,1307.498,1316.639,336503213
2021-03-26,1321.498,1354.418,1321.498,1353.509,353423224
2021-03-29,1358.499,1358.699,1346.918,1347.551,347875246
2021-03-30,1345.756,1356.897,1343.154,1345.204,349017608
2021-03-31,1344.274,1349.824,1334.292,1345.209,355243077
2021-04-01,1346.353,1365.565,1346.353,1362.222,425537197
2021-04-02,1369.763,1396.644,1369.763,1394.609,542174566
2021-04-06,1398.739,1398.739,1387.429,1391.338,436420512
2021-04-07,1390.756,1391.67,1377.557,1390.373,413553087
2021-04-08,1386.574,1396.169,1379.831,1387.608,476470450
2021-04-09,1385.439,1388.627,1364.702,1365.082,414169213
2021-04-12,1362.419,1370.162,1333.351,1335.868,440654206
2021-04-13,1337.021,1352.939,1336.541,1337.677,384952532
2021-04-14,1339.105,1352.368,1339.105,1349.472,352655808
2021-04-15,1345.644,1355.281,1338.565,1355.281,352538650
2021-04-16,1356.702,1373.719,1349.999,1370.511,465261571
2021-04-19,1368.939,1401.636,1368.939,1400.528,687466195
2021-04-20,1397.418,1403.677,1391.115,1391.115,699243281
2021-04-21,1384.22,1396.466,1379.071,1391.83,519464144
2021-04-22,1392.943,1411.932,1392.943,1411.177,498200968
2021-04-23,1408.661,1424.871,1408.661,1418.04,476195488
2021-04-26,1422.591,1442.133,1420.263,1420.263,623116141
2021-04-27,1415.673,1420.908,1403.129,1416.969,505235408
2021-04-28,1423.123,1431.33,1407.577,1431.04,572829278
2021-04-29,1428.641,1440.202,1417.283,1424.133,551365817
2021-04-30,1426.281,1435.482,1422.75,1431.725,606153297
2021-05-06,1427.913,1427.913,1397.453,1410.345,473064040
2021-05-07,1412.573,1412.573,1358.992,1358.992,484793747
2021-05-10,1357.77,1363.342,1348.135,1353.317,437978499
2021-05-11,1341.137,1360.472,1335.965,1356.637,436733034
2021-05-12,1352.548,1379.702,1351.019,1377.984,473930339
2021-05-13,1363.952,1394.276,1363.952,1380.754,502724534
2021-05-14,1381.291,1407.601,1381.291,1407.179,506097009
2021-05-17,1410.466,1444.765,1410.466,1436.786,594686385
2021-05-18,1437.236,1437.236,1423.993,1431.791,542269039
2021-05-19,1429.15,1440.377,1429.15,1432.641,766854323
2021-05-20,1429.079,1446.945,1429.079,1439.652,686965777
2021-05-21,1444.266,1444.266,1421.602,1422.795,626134416
2021-05-24,1421.803,1439.833,1410.775,1438.294,561298835
2021-05-25,1438.08,1484.379,1438.08,1483.551,624346560
2021-05-26,1485.85,1486.407,1476.404,1479.736,615043589
2021-05-27,1476.333,1515.863,1476.333,1515.863,832301820
2021-05-28,1511.869,1522.659,1486.705,1491.122,2156509873
2021-05-31,1500.424,1553.998,1500.424,1553.998,1637629641
2021-06-01,1551.167,1582.386,1551.167,1579.701,1590498152
2021-06-02,1578.543,1578.543,1538.615,1539.473,1439587051
2021-06-03,1537.637,1547.385,1521.801,1522.178,1144159590
2021-06-04,1513.811,1545.896,1513.811,1534.418,1000022130
2021-06-07,1543.509,1549.229,1532.797,1540.878,1042018169
2021-06-08,1550.547,1550.547,1522.806,1526.981,949082630
2021-06-09,1527.63,1546.528,1527.63,1536.842,826421824
2021-06-10,1537.923,1570.368,1537.923,1567.079,1010267385
2021-06-11,1570.407,1578.288,1557.267,1560.388,1068327260
2021-06-15,1563.471,1588.709,1560.151,1569.877,1007106403
2021-06-16,1574.24,1574.24,1527.961,1528.158,853938745
2021-06-17,1529.837,1596.605,1529.837,1595.61,1190865370
2021-06-18,1597.015,1622.241,1597.015,1618.375,1006107370
2021-06-21,1609.899,1664.253,1609.899,1664.253,1021950547
2021-06-22,1668.299,1671.055,1653.42,1663.284,1970793819
2021-06-23,1668.611,1690.185,1661.32,1673.054,1603483259
2021-06-24,1671.802,1672.661,1637.764,1642.329,1407009296
2021-06-25,1642.633,1673.975,1642.633,1673.417,1085445162
2021-06-28,1677.807,1721.889,1677.807,1704.846,1095257191
2021-06-29,1709.037,1719.609,1690.269,1701.997,1039039173
2021-06-30,1704.085,1738.747,1704.085,1726.906,1153499072
2021-07-01,1728.496,1742.864,1719.305,1725.468,1041176853
2021-07-02,1708.585,1708.585,1672.104,1676.265,951421243
2021-07-05,1683.954,1718.777,1683.954,1718.233,980606173
2021-07-06,1725.309,1725.91,1651.865,1675.889,1107075380
2021-07-07,1662.589,1714.253,1662.345,1710.969,1033986144
2021-07-08,1716.229,1745.038,1716.229,1740.191,1173478811
2021-07-09,1729.343,1729.343,1694.213,1716.894,1014781808
2021-07-12,1725.987,1747.265,1714.799,1742.041,1053846291
2021-07-13,1741.966,1758.209,1715.535,1731.219,1111153566
2021-07-14,1722.101,1734.163,1708.672,1708.672,919854581
2021-07-15,1701.115,1715.468,1690.153,1715.468,937689353
2021-07-16,1723.624,1723.624,1687.294,1687.294,950971168
2021-07-19,1675.604,1689.154,1667.809,1676.507,852647510
2021-07-20,1665.778,1684.484,1664.148,1682.737,790702885
2021-07-21,1688.407,1735.177,1688.407,1729.407,916491162
2021-07-22,1737.13,1752.425,1721.722,1752.247,1235706295
2021-07-23,1759.507,1759.507,1720.462,1732.428,1148840147
2021-07-26,1729.237,1731.677,1664.09,1716.063,1262843469
2021-07-27,1715.713,1786.137,1700.679,1700.679,1859824784
2021-07-28,1686.744,1702.955,1649.118,1667.47,1361485424
2021-07-29,1702.984,1755.564,1702.984,1747.672,1281165525
2021-07-30,1738.813,1769.879,1732.06,1756.417,1528093024
2021-08-02,1757.757,1774.549,1738.636,1766.324,1512410209
2021-08-03,1754.305,1756.436,1724.775,1727.043,1365959649
2021-08-04,1727.916,1768.817,1727.916,1768.275,1255165145
2021-08-05,1764.31,1781.314,1756.291,1768.934,1262217927
2021-08-06,1786.274,1786.274,1740.729,1754.847,1260231617
2021-08-09,1738.822,1759.061,1725.795,1754.477,1071350935
2021-08-10,1754.299,1771.707,1754.299,1771.707,1120330154
2021-08-11,1774.051,1778.048,1753.636,1764.435,1322120864
2021-08-12,1757.702,1789.354,1757.702,1777.036,1288912755
2021-08-13,1771.358,1775.439,1741.985,1744.03,1257440647
2021-08-16,1737.426,1754.966,1727.497,1740.635,1095303322
2021-08-17,1735.527,1736.22,1685.905,1687.756,1090961263
2021-08-18,1693.182,1709.769,1683.123,1690.606,1036615998
2021-08-19,1690.776,1729.781,1690.776,1722.068,987217897
2021-08-20,1714.416,1722.361,1682.625,1698.685,1037603514
2021-08-23,1703.206,1749.378,1701.783,1748.713,1154617626
2021-08-24,1751.198,1768.246,1733.024,1759.389,1171709800
2021-08-25,1758.203,1758.203,1735.421,1742.754,1084754898
2021-08-26,1746.17,1746.17,1699.252,1699.252,1072153033
2021-08-27,1696.579,1707.607,1684.565,1686.951,1040080468
2021-08-30,1694.068,1716.162,1674.718,1682.499,1187558194
2021-08-31,1674.966,1674.966,1633.236,1648.856,1072986624
2021-09-01,1649.415,1649.415,1607.513,1628.786,1274849238
2021-09-02,1621.208,1628.108,1605.647,1610.032,1148871368
2021-09-03,1609.432,1625.691,1593.528,1607.057,1139564354
2021-09-06,1603.982,1649.926,1603.982,1647.932,978565844
2021-09-07,1644.962,1651.48,1644.462,1650.28,945268473
2021-09-08,1650.336,1650.336,1621.905,1624.237,990505602
2021-09-09,1625.017,1630.555,1598.291,1607.56,941026655
2021-09-10,1606.009,1631.177,1596.61,1629.571,1052301850
2021-09-13,1627.031,1627.031,1585.151,1585.151,926590048
2021-09-14,1583.241,1614.09,1583.241,1593.834,974882331
2021-09-15,1593.209,1593.209,1579.461,1586.314,792433641
2021-09-16,1581.092,1581.092,1543.57,1546.109,912622594
2021-09-17,1546.55,1558.078,1525.813,1547.004,872983882
2021-09-22,1532.505,1553.637,1532.505,1548.54,781899745
2021-09-23,1555.209,1570.157,1549.224,1559.84,735069753
2021-09-24,1558.352,1585.992,1558.352,1568.982,716906993
2021-09-27,1577.268,1586.16,1546.963,1558.393,840243669
2021-09-28,1553.72,1569.534,1541.604,1542.212,585825778
2021-09-29,1535.847,1536.58,1518.97,1521.829,690371288
2021-09-30,1527.017,1552.935,1527.017,1550.229,548589557
2021-10-08,1561.58,1566.036,1539.806,1543.114,550278722
2021-10-11,1546.549,1553.975,1526.002,1526.923,514554293
2021-10-12,1525.774,1525.774,1487.127,1494.608,591576384
2021-10-13,1497.81,1530.972,1497.81,1528.86,522368364
2021-10-14,1531.895,1541.852,1526.362,1534.985,561609695
2021-10-15,1536.754,1550.907,1533.52,1547.822,672927439
2021-10-18,1549.257,1549.257,1528.91,1541.856,653644627
2021-10-19,1543.667,1560.139,1543.667,1556.984,625497875
2021-10-20,1560.132,1569.683,1556.707,1562.938,726001024
2021-10-21,1562.929,1565.09,1542.256,1545.652,654572263
2021-10-22,1548.473,1559.07,1541.643,1548.318,672373061
2021-10-25,1553.406,1574.002,1549.57,1574.002,703496659
2021-10-26,1574.398,1580.443,1566.215,1568.4,772080670
2021-10-27,1564.722,1564.722,1542.251,1547.215,882322450
2021-10-28,1541.201,1549.927,1533.499,1533.914,888409788
2021-10-29,1538.697,1585.192,1538.697,1583.425,821832772
2021-11-01,1581.862,1604.559,1580.248,1587.516,911209416
2021-11-02,1588.383,1604.59,1573.521,1581.934,980767172
2021-11-03,1584.291,1592.252,1559.408,1575.115,738388450
2021-11-04,1580.881,1604.493,1580.881,1597.06,841102230
2021-11-05,1601.467,1601.467,1581.233,1581.233,911594016
2021-11-08,1581.928,1581.928,1566.058,1580.238,808243868
2021-11-09,1587.063,1605.714,1587.063,1603.858,874973745
